block_number,timestamp,basefee_wei,basefee_gwei
16226254,2022-12-20 13:37:59,14378227508,14.378227508
16226255,2022-12-20 13:38:11,13943455430,13.94345543
16226256,2022-12-20 13:38:23,13615393811,13.615393811
16226257,2022-12-20 13:38:35,14032325875,14.032325875
16226258,2022-12-20 13:38:47,14359353322,14.359353322
16226259,2022-12-20 13:38:59,14278221899,14.278221899
16226260,2022-12-20 13:39:11,13467111095,13.467111095
16226261,2022-12-20 13:39:23,14806932206,14.806932206
16226262,2022-12-20 13:39:35,14916550392,14.916550392
16226263,2022-12-20 13:39:47,14808212481,14.808212481
16226264,2022-12-20 13:39:59,14365251213,14.365251213
16226265,2022-12-20 13:40:11,13432205522,13.432205522
16226266,2022-12-20 13:40:23,13488551497,13.488551497
16226267,2022-12-20 13:40:35,13661517103,13.661517103
16226268,2022-12-20 13:40:47,13151242021,13.151242021
16226269,2022-12-20 13:40:59,13957989838,13.957989838
16226270,2022-12-20 13:41:11,13686602083,13.686602083
16226271,2022-12-20 13:41:23,13984735397,13.984735397
16226272,2022-12-20 13:41:35,13916697446,13.916697446
16226273,2022-12-20 13:41:47,13193445521,13.193445521
16226274,2022-12-20 13:41:59,14056581176,14.056581176
16226275,2022-12-20 13:42:11,14547284945,14.547284945
16226276,2022-12-20 13:42:23,13788589847,13.788589847
16226277,2022-12-20 13:42:35,13882197366,13.882197366
16226278,2022-12-20 13:42:47,12371682181,12.371682181
16226279,2022-12-20 13:42:59,13917116531,13.917116531
16226280,2022-12-20 13:43:11,13997226817,13.997226817
16226281,2022-12-20 13:43:23,14133640173,14.133640173
16226282,2022-12-20 13:43:35,13663024936,13.663024936
16226283,2022-12-20 13:43:47,14289096277,14.289096277
16226284,2022-12-20 13:43:59,14201635339,14.201635339
16226285,2022-12-20 13:44:11,14610921498,14.610921498
16226286,2022-12-20 13:44:23,14565260664,14.565260664
16226287,2022-12-20 13:44:35,14285102124,14.285102124
16226288,2022-12-20 13:44:47,15895844646,15.895844646
16226289,2022-12-20 13:44:59,15439420901,15.439420901
16226290,2022-12-20 13:45:11,14470750219,14.470750219
16226291,2022-12-20 13:45:23,15590582971,15.590582971
16226292,2022-12-20 13:45:35,15353865823,15.353865823
16226293,2022-12-20 13:45:47,15290477644,15.290477644
16226294,2022-12-20 13:45:59,14481824297,14.481824297
16226295,2022-12-20 13:46:11,14412405914,14.412405914
16226296,2022-12-20 13:46:23,14727836790,14.72783679
16226297,2022-12-20 13:46:35,14065170170,14.06517017
16226298,2022-12-20 13:46:47,13779135830,13.77913583
16226299,2022-12-20 13:46:59,14145955601,14.145955601
