block_number,timestamp,basefee_wei,basefee_gwei
14758989,2022-05-12 04:18:04,271542894998,271.542894998
14758990,2022-05-12 04:18:09,248320954887,248.320954887
14758991,2022-05-12 04:18:20,252569154592,252.569154592
14758992,2022-05-12 04:18:39,262901636975,262.901636975
14758993,2022-05-12 04:18:48,250475036820,250.47503682
14758994,2022-05-12 04:19:02,241650052897,241.650052897
14758995,2022-05-12 04:19:55,271844728906,271.844728906
14758996,2022-05-12 04:20:02,302320811360,302.32081136
14758997,2022-05-12 04:20:17,304662167122,304.662167122
14758998,2022-05-12 04:20:21,281251154390,281.25115439
14758999,2022-05-12 04:20:51,314833528946,314.833528946
14759000,2022-05-12 04:20:53,298723101105,298.723101105
14759001,2022-05-12 04:20:59,288878945181,288.878945181
14759002,2022-05-12 04:21:06,302572921773,302.572921773
14759003,2022-05-12 04:21:17,285633518059,285.633518059
14759004,2022-05-12 04:21:58,321313181735,321.313181735
14759005,2022-05-12 04:22:22,361467183175,361.467183175
14759006,2022-05-12 04:22:24,335543160549,335.543160549
14759007,2022-05-12 04:22:26,306868809815,306.868809815
14759008,2022-05-12 04:22:34,281800292698,281.800292698
14759009,2022-05-12 04:23:12,316984096862,316.984096862
14759010,2022-05-12 04:23:26,356555461646,356.555461646
14759011,2022-05-12 04:23:34,361228741971,361.228741971
14759012,2022-05-12 04:23:38,356193080858,356.193080858
14759013,2022-05-12 04:23:40,325184962317,325.184962317
14759014,2022-05-12 04:24:26,365788526847,365.788526847
14759015,2022-05-12 04:24:33,411474925540,411.47492554
