scenario,mu,nu,H,avg_vault_balance,vault_balance_std,avg_deficit,deficit_std,time_underfunded_pct,time_overfunded_pct,max_deficit,max_surplus,avg_fee,fee_std,fee_cv,fee_95th_percentile,fee_99th_percentile,fee_volatility,l1_tracking_error,response_lag,overpayment_ratio,vault_utilization,insolvency_probability,insolvency_duration,fee_shock_frequency,var_95_deficit,deficit_correction_efficiency,l1_sensitivity,demand_elasticity_realized
May_2022_UST_Crash,0.1,0.9,288,1001.7470102948596,0.15314025834195655,-1.7470102948596298,0.15314025834195655,0.0,100.0,-0.8192174150723304,1.9629485809819016,0.00010269881477639692,0.0007797525596215775,7.592614981188532,1.2294370861862275e-05,0.0030229294255245125,2.8538049403596784e-05,0.28411501427239605,0,4.35932594919182,1.0017470102948596,0.0,0,0.0,-1.5508020256588,1.0,0.020507385426424916,6.007954934385572e-06
May_2023_PEPE_Crisis,0.1,0.9,288,1001.7203624363387,0.14768906155151976,-1.7203624363387007,0.14768906155151976,0.0,100.0,-0.8614644488403655,1.9465759936523455,0.0001018326198609024,0.0007747120730045367,7.607700499729355,1.2208163388113927e-05,0.003000806654162969,2.8252804599805246e-05,0.279111077302134,0,4.171262054797641,1.0017203624363387,0.0,0,0.0,-1.52528059838225,1.0,0.020928862223020567,9.951654023753155e-07
Recent_Low_Fees,0.1,0.9,288,1002.0124583631789,0.08715853470881846,-2.0124583631787836,0.08715853470881847,0.0,100.0,-0.9392309681525148,2.0233222365289976,9.665796982088918e-05,0.0007572972144141117,7.834813992238939,1.0592092553776678e-05,0.002608277572099541,2.6478534497801226e-05,0.2947181726473199,0,3561.2657994748997,1.0020124583631789,0.0,0,0.0,-2.022375482542651,1.0,0.01912847019351381,1.0813146831224794e-08
July_2022_Spike,0.1,0.9,576,1002.8700721116287,0.16933534735076805,-2.8700721116287027,0.16933534735076802,0.0,100.0,-0.9896589418838175,2.929905627362018,0.00013712774826861804,0.0008863132002512654,6.463412485378789,3.3798289311538794e-05,0.004607029111128983,4.112402576783292e-05,0.1953476871225429,0,34.2872630030334,1.0028700721116286,0.0,0,0.0,-2.855500845455657,1.0,0.03325319512150526,3.567897598055165e-08
May_2022_UST_Crash,0.1,0.9,576,1002.6412484957287,0.19802921048253636,-2.6412484957287976,0.1980292104825363,0.0,100.0,-0.9571599280908458,2.8685279654188207,0.00014051152455653337,0.0008952034809286078,6.371032438470426,3.862481232497366e-05,0.004766574924166522,4.237689294715123e-05,0.19537349549435912,0,6.350848324788863,1.0026412484957288,0.0,0,0.0,-2.4472882017312485,1.0,0.03342939273770683,1.0021998189740516e-06
May_2023_PEPE_Crisis,0.1,0.9,576,1002.4894346824093,0.19398019088995708,-2.489434682409335,0.19398019088995708,0.0,100.0,-0.8489860159429554,2.7271972356443257,0.00014714769522238553,0.0009165420494976752,6.2287217486654995,4.597304642757914e-05,0.0050227761297157,4.4902660840044976e-05,0.17716621356492612,0,5.823711599182706,1.0024894346824094,0.0,0,0.0,-2.2955228955781535,1.0,0.03682044059973525,0.0002484757562004747
Recent_Low_Fees,0.1,0.9,576,1002.8339462265697,0.18195064651671358,-2.8339462265697297,0.18195064651671358,0.0,100.0,-0.9059571785016942,2.860023793041478,0.00014398340824524076,0.0009078760584105164,6.305421363996121,4.1618799084115196e-05,0.004996785373184297,4.3695721527994376e-05,0.18314200640206046,0,5033.789635995419,1.0028339462265696,0.0,0,0.0,-2.8557500955763486,1.0,0.03562804985934177,3.2910822093651287e-06
July_2022_Spike,0.2,0.1,6,1003.4266598048704,0.1425883370214084,-3.4266598048703383,0.1425883370214084,0.0,100.0,-1.69290734766264,3.4812385885819594,0.00018001499483299069,0.0014586780797106735,8.103092084434218,1.845765988280561e-05,0.00454515479933167,4.857793642360064e-05,0.3130533250190647,0,40.71662545708453,1.0034266598048704,0.0,0,0.0,-3.40628155883295,1.0,0.03405257085543705,3.50158536919075e-07
May_2022_UST_Crash,0.2,0.1,6,1003.1357182631089,0.1865019125288757,-3.13571826310889,0.1865019125288757,0.0,100.0,-1.4960639953251302,3.3585845525058176,0.00018003002932031676,0.0014587999116954125,8.103092118592373,1.8459201505776296e-05,0.00454553442031767,4.85819937781539e-05,0.3188255699336554,0,7.425140571349806,1.0031357182631089,0.0,0,0.0,-2.936444951973249,1.0,0.03305175022957305,4.708004152480671e-06
May_2023_PEPE_Crisis,0.2,0.1,6,1003.11889347379,0.17776880791008284,-3.118893473789936,0.17776880791008282,0.0,100.0,-1.5759695755251641,3.351405832602836,0.00018003547671585897,0.0014588440546712375,8.103092130967378,1.8459760076874613e-05,0.004545671967120699,4.858346389109631e-05,0.31297989069768983,0,7.139642994279147,1.00311889347379,0.0,0,0.0,-2.930350486545973,1.0,0.03411280690656056,8.345802019748364e-07
Recent_Low_Fees,0.2,0.1,6,1003.6182878704963,0.1438253690835768,-3.618287870496266,0.1438253690835768,0.0,100.0,-1.9057785151484268,3.6365879583581773,0.00018000889416929734,0.0014586286429756604,8.10309207057196,1.845703432617158e-05,0.00454500075749996,4.857629006767076e-05,0.3130369000766847,0,6400.471638311961,1.0036182878704962,0.0,0,0.0,-3.6347622928270598,1.0,0.03404636607338278,1.2396522074044583e-07
July_2022_Spike,0.2,0.1,12,1003.2913333364178,0.13488281250476652,-3.291333336417819,0.13488281250476652,0.0,100.0,-1.639042780971863,3.344979707235666,0.00018001499483299069,0.0014586780797106735,8.103092084434218,1.845765988280561e-05,0.00454515479933167,4.857793642360064e-05,0.3130533250190647,0,39.126061396431695,1.0032913333364177,0.0,0,0.0,-3.2700237192354846,1.0,0.03405257085543705,9.255324946145127e-10
May_2022_UST_Crash,0.2,0.1,12,1003.3545217695536,0.17622774931643864,-3.3545217695535983,0.17622774931643864,0.0,100.0,-1.8674342437778932,3.575206574360891,0.00018003002932031676,0.0014587999116954125,8.103092118592373,1.8459201505776296e-05,0.00454553442031767,4.85819937781539e-05,0.3188255699336554,0,7.900973258878392,1.0033545217695536,0.0,0,0.0,-3.161088390847209,1.0,0.03305175022957305,1.3446298332364464e-06
May_2023_PEPE_Crisis,0.2,0.1,12,1003.5620321507929,0.18970296916389776,-3.562032150792997,0.18970296916389773,0.0,100.0,-1.7932065003085427,3.7960589573707466,0.00018003547671585897,0.0014588440546712375,8.103092130967378,1.8459760076874613e-05,0.004545671967120699,4.858346389109631e-05,0.31297989069768983,0,8.07889556668918,1.003562032150793,0.0,0,0.0,-3.365783689567178,1.0,0.03411280690656056,6.389427846755129e-06
Recent_Low_Fees,0.2,0.1,12,1003.3231136342694,0.14254736517682934,-3.3231136342693572,0.1425473651768293,0.0,100.0,-1.6089278883472389,3.341090777629688,0.00018000889416929734,0.0014586286429756604,8.10309207057196,1.845703432617158e-05,0.00454500075749996,4.857629006767076e-05,0.3130369000766847,0,5880.41982538208,1.0033231136342693,0.0,0,0.0,-3.3391479490951896,1.0,0.03404636607338278,1.196107607084959e-07
July_2022_Spike,0.2,0.1,18,1003.5593217223775,0.1342195221060212,-3.5593217223774833,0.13421952210602117,0.0,100.0,-1.9017495448250656,3.6127123957294316,0.00018001499483299069,0.0014586780797106735,8.103092084434218,1.845765988280561e-05,0.00454515479933167,4.857793642360064e-05,0.3130533250190647,0,42.250551696066616,1.0035593217223775,0.0,0,0.0,-3.5376875708149726,1.0,0.03405257085543705,4.4621998898485674e-05
May_2022_UST_Crash,0.2,0.1,18,1003.2088145693889,0.17834285051509227,-3.20881456938889,0.17834285051509227,0.0,100.0,-1.7044350838887112,3.42974422154532,0.00018003002932031676,0.0014587999116954125,8.103092118592373,1.8459201505776296e-05,0.00454553442031767,4.85819937781539e-05,0.3188255699336554,0,7.58158211111081,1.003208814569389,0.0,0,0.0,-3.017987337904339,1.0,0.03305175022957305,1.2424798298729137e-05
May_2023_PEPE_Crisis,0.2,0.1,18,1003.138002873525,0.17950297963956977,-3.1380028735248,0.17950297963956974,0.0,100.0,-1.5766524119705991,3.370824180557179,0.00018003547671585897,0.0014588440546712375,8.103092130967378,1.8459760076874613e-05,0.004545671967120699,4.858346389109631e-05,0.31297989069768983,0,7.180647043744651,1.003138002873525,0.0,0,0.0,-2.937823135024286,1.0,0.03411280690656056,9.002715707746492e-06
Recent_Low_Fees,0.2,0.1,18,1003.7702349399316,0.15813492039388571,-3.7702349399315307,0.15813492039388571,0.0,100.0,-1.802387213600241,3.7894015323727217,0.00018000889416929734,0.0014586286429756604,8.10309207057196,1.845703432617158e-05,0.00454500075749996,4.857629006767076e-05,0.3130369000766847,0,6669.403410315984,1.0037702349399316,0.0,0,0.0,-3.7877167859942347,1.0,0.03404636607338278,9.479199658653838e-07
July_2022_Spike,0.2,0.1,36,1004.1252525043196,0.19901573733506667,-4.125252504319522,0.19901573733506667,0.0,100.0,-1.7517403811853,4.187343772245754,0.00021510483376662126,0.001585497818708137,7.370814457978794,2.9435337364789146e-05,0.0065550724613195645,6.0485035056740416e-05,0.2627701762150704,0,48.96455419999082,1.0041252525043196,0.0,0,0.0,-4.1128505325059965,1.0,0.04575048554709671,3.350562200578968e-06
May_2022_UST_Crash,0.2,0.1,36,1004.066896807705,0.23609296868384602,-4.066896807704987,0.23609296868384602,0.0,100.0,-1.6264760401799094,4.297318098613687,0.00021290365250744043,0.001592113375136039,7.478093289547481,2.643623758400653e-05,0.006497812764562116,5.965594459172403e-05,0.2759810276673308,0,9.487795615496879,1.0040668968077051,0.0,0,0.0,-3.875630988907852,1.0,0.04331592105563415,6.835081596551082e-05
May_2023_PEPE_Crisis,0.2,0.1,36,1004.043038592128,0.22465809794278938,-4.043038592127992,0.22465809794278943,0.0,100.0,-1.8087255346392794,4.283569134022628,0.00021196698021428654,0.0015784059387610285,7.446470847324192,2.70869008307086e-05,0.0066498127350520814,5.941720346086649e-05,0.26771805960004436,0,9.109884871861219,1.004043038592128,0.0,0,0.0,-3.851019247367719,1.0,0.044694482781916976,2.821544958149955e-08
Recent_Low_Fees,0.2,0.1,36,1004.2739285894271,0.1993527068654631,-4.273928589427066,0.1993527068654631,0.0,100.0,-1.8021957706877174,4.298292612595446,0.00020496488015638248,0.0015609189705711576,7.615543547656652,2.4193677390162643e-05,0.005951601537606503,5.691234891618986e-05,0.27949567518400253,0,7565.002662838662,1.004273928589427,0.0,0,0.0,-4.295887835866597,1.0,0.04203547243798005,4.552297890660952e-05
July_2022_Spike,0.2,0.1,72,1006.0161490067916,0.3790529097301167,-6.016149006791651,0.37905290973011674,0.0,100.0,-1.9126235923987451,6.105936111569918,0.00029671717603928113,0.0018358721976286907,6.187279826987997,9.892957008771286e-05,0.010018748649786875,9.073516736527727e-05,0.17414693923319735,0,71.37326029091982,1.0060161490067916,0.0,0,0.0,-6.032521277018321,1.0,0.0744684242693237,7.550995527325967e-07
May_2022_UST_Crash,0.2,0.1,72,1005.5891938387992,0.37069970116163115,-5.589193838799276,0.37069970116163115,0.0,100.0,-1.911717539919664,5.843220284417612,0.0003106679330770694,0.001868282256285263,6.013759572095219,0.00012764083187904532,0.010438350154432027,9.624512166990173e-05,0.16799837325123923,0,12.894873581343324,1.0055891938387993,0.0,0,0.0,-5.4269694223977805,1.0,0.0771327362686626,3.9528086429867676e-05
May_2023_PEPE_Crisis,0.2,0.1,72,1005.7672998076592,0.4037218983751757,-5.767299807659231,0.4037218983751757,0.0,100.0,-1.5745494533503006,6.036080454318835,0.0003046742214570191,0.00187416765732211,6.151382445024158,0.00010316574747454159,0.010518987395415085,9.364391330473185e-05,0.17104314953719946,0,12.82046069656172,1.0057672998076592,0.0,0,0.0,-5.607401941143752,1.0,0.07698470540370565,3.305532991983911e-06
Recent_Low_Fees,0.2,0.1,72,1005.9606985620657,0.40958641767018755,-5.960698562065702,0.40958641767018766,0.0,100.0,-1.659501993244021,6.020282001557007,0.00030739056787419943,0.0018758876202862893,6.102619326478496,0.00010970853939161959,0.010532125910340277,9.480635189876711e-05,0.16732371705021998,0,10595.54396982504,1.0059606985620657,0.0,0,0.0,-6.00957184264347,1.0,0.07797604432007933,1.7345674119005008e-06
July_2022_Spike,0.2,0.1,144,1008.0700625499704,0.6981232815999221,-8.070062549970318,0.6981232815999221,0.0,100.0,-1.6931752580810553,8.225744842096447,0.0004195964824357728,0.0021512824430673784,5.1270268772967444,0.0007706377901778996,0.012499816814399892,0.0001393476456363644,0.09189203036368443,0,96.12412295469038,1.0080700625499703,0.0,0,0.0,-8.145199210843687,1.0,0.11601957374286857,1.9552734345188022e-07
May_2022_UST_Crash,0.2,0.1,144,1008.0621861265304,0.6596817179885092,-8.062186126530442,0.659681717988509,0.0,100.0,-1.8192615241470094,8.371103373916412,0.00041038362945933763,0.002122808736033045,5.172742243226788,0.0006978140123720824,0.012205137900243858,0.00013560535405924323,0.10352462785760497,0,18.456481460831508,1.0080621861265304,0.0,0,0.0,-7.95878111416111,1.0,0.10963511548946686,1.3494279195899341e-11
May_2023_PEPE_Crisis,0.2,0.1,144,1007.9573339681976,0.6631097544592733,-7.957333968197611,0.6631097544592733,0.0,100.0,-1.8590556325225407,8.2768532463042,0.0004157081619694656,0.0021365335306292124,5.139503445174464,0.0007520583403170151,0.012348124784748804,0.0001377738894817737,0.09280679706726691,0,17.573510158047036,1.0079573339681978,0.0,0,0.0,-7.856621891995263,1.0,0.11502952184756583,2.5486269114589244e-07
Recent_Low_Fees,0.2,0.1,144,1008.4432119862929,0.6697717334753278,-8.443211986292813,0.6697717334753278,0.0,100.0,-2.048403478524847,8.555506013454647,0.0004018896684148176,0.0020983828237778773,5.221290788724616,0.0006326936927923473,0.01210268615227351,0.00013215843483281085,0.0991665818850147,0,15057.30153794317,1.008443211986293,0.0,0,0.0,-8.4925131976,1.0,0.11044447294383992,9.010771815871058e-06
July_2022_Spike,0.2,0.1,288,1010.3968007068294,1.0601854796850292,-10.396800706829376,1.0601854796850294,0.0,100.0,-1.6597828546804294,10.641550688516872,0.0005323115127119793,0.0023737060756925297,4.459242415402884,0.0029424966415601173,0.013512484771480511,0.00018316859777103698,0.045506019075423954,0,124.35340391999173,1.0103968007068294,0.0,0,0.0,-9.997816883177931,1.0,0.14865102046959178,6.286803243552469e-06
May_2022_UST_Crash,0.2,0.1,288,1010.3328517407932,1.043299487286785,-10.332851740793153,1.043299487286785,0.0,100.0,-1.713103823219626,10.726777341733396,0.0005351132768914354,0.0023703256017375764,4.429577257935373,0.002913275963970304,0.0135050125535722,0.00018252919464090494,0.05257656552480372,0,23.66352978042154,1.0103328517407932,0.0,0,0.0,-10.145073175869067,1.0,0.14449875270444318,7.868212185344836e-06
May_2023_PEPE_Crisis,0.2,0.1,288,1010.1355462689786,1.0316757685370181,-10.135546268978725,1.0316757685370181,0.0,100.0,-1.7441949305471098,10.545568474334004,0.0005357689286129361,0.002380359754337336,4.442885033478708,0.002987171822562694,0.013494042239638465,0.00018459036771431784,0.044411410830100584,0,22.378827259340813,1.0101355462689785,0.0,0,0.0,-9.956212928369393,1.0,0.14978064720692222,9.580452191278243e-06
Recent_Low_Fees,0.2,0.1,288,1010.8493543701562,1.0323029823904104,-10.849354370156131,1.0323029823904104,0.0,100.0,-2.0560560613732832,11.050329590691831,0.0005181564060009648,0.0023383676956973596,4.512860728181377,0.0027512293009094003,0.01328963928568638,0.00017762373921438487,0.04894112699602293,0,19447.96311410921,1.0108493543701562,0.0,0,0.0,-10.524152084339987,1.0,0.14483075872039358,2.39680754764128e-05
July_2022_Spike,0.2,0.1,576,1012.2677347568219,1.3801034736471853,-12.267734756821815,1.3801034736471853,0.0,100.0,-1.8703855789678983,12.606435834728472,0.0006377742177549119,0.002538202950251341,3.9797829382101777,0.004459413531135836,0.014035261629648427,0.0002182700737694377,0.019541576823100315,0,147.30848745574664,1.0122677347568219,0.0,0,0.0,-11.085122197482793,1.0,0.172280158114813,9.753894425415262e-06
May_2022_UST_Crash,0.2,0.1,576,1012.3749546760565,1.452157961199495,-12.37495467605655,1.4521579611994953,0.0,100.0,-1.5405746687671353,12.898152679751092,0.0006598844303293441,0.002548615112991293,3.8622143451987427,0.00449759967807743,0.014095455692001357,0.00022104917652715543,0.021113998070078743,0,28.445284384863537,1.0123749546760565,0.0,0,0.0,-10.926390919212515,1.0,0.17136587040731427,1.5369224885149216e-12
May_2023_PEPE_Crisis,0.2,0.1,576,1012.4078221711359,1.3596974396236106,-12.407822171135926,1.3596974396236106,0.0,100.0,-1.8251834330737893,12.90495172344879,0.0006342116494950549,0.002531281611241248,3.991225347652629,0.004438609029570623,0.014006264614741413,0.00021707011769574533,0.020018624463777446,0,27.382076602846734,1.012407822171136,0.0,0,0.0,-11.340643560853017,1.0,0.17178853215429568,1.5661944990606528e-06
Recent_Low_Fees,0.2,0.1,576,1012.660366217588,1.405754562425094,-12.660366217587912,1.4057545624250942,0.0,100.0,-1.7717022501823294,12.971378734911923,0.0006319783017753005,0.0025282773118888774,4.000576134950602,0.004408885845757467,0.014013387639750255,0.00021645938500524327,0.020482492194213275,0,22828.842716053852,1.012660366217588,0.0,0,0.0,-11.356653981297326,1.0,0.17107522278795537,1.6127564591119216e-06
July_2022_Spike,0.2,0.2,6,1003.5142215903845,0.1360544019422488,-3.514221590384501,0.13605440194224883,0.0,100.0,-1.8840189749954561,3.5681408510558867,0.00018001499483299069,0.0014586780797106735,8.103092084434218,1.845765988280561e-05,0.00454515479933167,4.857793642360064e-05,0.3130533250190647,0,41.73053621599838,1.0035142215903845,0.0,0,0.0,-3.4931395276672164,1.0,0.03405257085543705,4.6701602980066835e-06
May_2022_UST_Crash,0.2,0.2,6,1002.9968587686444,0.17940689355733688,-2.9968587686444415,0.1794068935573369,0.0,100.0,-1.4678655060616848,3.218013356187271,0.00018003002932031676,0.0014587999116954125,8.103092118592373,1.8459201505776296e-05,0.00454553442031767,4.85819937781539e-05,0.3188255699336554,0,7.116463337991923,1.0029968587686444,0.0,0,0.0,-2.8062055256856526,1.0,0.03305175022957305,4.667021788467857e-06
May_2023_PEPE_Crisis,0.2,0.2,6,1003.2209002294711,0.18066931821639076,-3.220900229471052,0.1806693182163908,0.0,100.0,-1.6534320651095413,3.454245516472497,0.00018003547671585897,0.0014588440546712375,8.103092130967378,1.8459760076874613e-05,0.004545671967120699,4.858346389109631e-05,0.31297989069768983,0,7.35689960260718,1.0032209002294712,0.0,0,0.0,-3.0212513973614192,1.0,0.03411280690656056,2.3393728823546583e-05
Recent_Low_Fees,0.2,0.2,6,1003.5361280745124,0.14080572889432313,-3.5361280745123276,0.1408057288943231,0.0,100.0,-1.8367428361307248,3.553876512369925,0.00018000889416929734,0.0014586286429756604,8.10309207057196,1.845703432617158e-05,0.00454500075749996,4.857629006767076e-05,0.3130369000766847,0,6254.9023123238085,1.0035361280745123,0.0,0,0.0,-3.552173618412996,1.0,0.03404636607338278,9.721371103199774e-07
July_2022_Spike,0.2,0.2,12,1003.4919765271507,0.14606576169727614,-3.491976527150655,0.14606576169727614,0.0,100.0,-1.7072548176508917,3.547009018884978,0.00018001499483299069,0.0014586780797106735,8.103092084434218,1.845765988280561e-05,0.00454515479933167,4.857793642360064e-05,0.3130533250190647,0,41.48413280305445,1.0034919765271506,0.0,0,0.0,-3.472030930123799,1.0,0.03405257085543705,5.2138217779416816e-05
May_2022_UST_Crash,0.2,0.2,12,1003.3753484728065,0.18085608974668324,-3.3753484728065515,0.18085608974668324,0.0,100.0,-1.8167325348549639,3.596800687110317,0.00018003002932031676,0.0014587999116954125,8.103092118592373,1.8459201505776296e-05,0.00454553442031767,4.85819937781539e-05,0.3188255699336554,0,7.948273851196178,1.0033753484728065,0.0,0,0.0,-3.1849528176751165,1.0,0.03305175022957305,2.06767716091619e-07
May_2023_PEPE_Crisis,0.2,0.2,12,1003.182486723018,0.17606076114954503,-3.1824867230177865,0.17606076114954503,0.0,100.0,-1.7057271671192211,3.4148384251323023,0.00018003547671585897,0.0014588440546712375,8.103092130967378,1.8459760076874613e-05,0.004545671967120699,4.858346389109631e-05,0.31297989069768983,0,7.2737357705768435,1.003182486723018,0.0,0,0.0,-2.981886115796334,1.0,0.03411280690656056,8.531059039773745e-06
Recent_Low_Fees,0.2,0.2,12,1003.4742951658295,0.13695155771484813,-3.474295165829505,0.13695155771484813,0.0,100.0,-1.8135342619470975,3.491679877559818,0.00018000889416929734,0.0014586286429756604,8.10309207057196,1.845703432617158e-05,0.00454500075749996,4.857629006767076e-05,0.3130369000766847,0,6145.438013848028,1.0034742951658295,0.0,0,0.0,-3.4897259120999933,1.0,0.03404636607338278,8.623971570648273e-08
July_2022_Spike,0.2,0.2,18,1003.0529515386143,0.15028232741875522,-3.0529515386143986,0.15028232741875525,0.0,100.0,-1.2258744550395022,3.1084643378317196,0.00018001499483299069,0.0014586780797106735,8.103092084434218,1.845765988280561e-05,0.00454515479933167,4.857793642360064e-05,0.3130533250190647,0,36.36531292514072,1.0030529515386142,0.0,0,0.0,-3.0335202044752805,1.0,0.03405257085543705,1.472918703827521e-07
May_2022_UST_Crash,0.2,0.2,18,1003.0291467801029,0.18886916235437576,-3.0291467801028635,0.18886916235437576,0.0,100.0,-1.3457698928903028,3.2523912743824894,0.00018003002932031676,0.0014587999116954125,8.103092118592373,1.8459201505776296e-05,0.00454553442031767,4.85819937781539e-05,0.3188255699336554,0,7.191878294225087,1.003029146780103,0.0,0,0.0,-2.830234364425729,1.0,0.03305175022957305,1.8260894350063623e-05
May_2023_PEPE_Crisis,0.2,0.2,18,1003.4892455072243,0.1829854764147392,-3.489245507224234,0.1829854764147392,0.0,100.0,-1.8401604161207388,3.72249424954191,0.00018003547671585897,0.0014588440546712375,8.103092130967378,1.8459760076874613e-05,0.004545671967120699,4.858346389109631e-05,0.31297989069768983,0,7.923526848363582,1.0034892455072242,0.0,0,0.0,-3.3013978794041465,1.0,0.03411280690656056,5.637661010145688e-06
Recent_Low_Fees,0.2,0.2,18,1003.6977105396141,0.14774124061000535,-3.697710539614356,0.14774124061000535,0.0,100.0,-1.910073876018032,3.716377221380526,0.00018000889416929734,0.0014586286429756604,8.10309207057196,1.845703432617158e-05,0.00454500075749996,4.857629006767076e-05,0.3130369000766847,0,6540.8843425853665,1.003697710539614,0.0,0,0.0,-3.7147046638114203,1.0,0.03404636607338278,7.574815383614992e-06
July_2022_Spike,0.2,0.2,36,1003.2308917106043,0.13912037513723594,-3.230891710604324,0.1391203751372359,0.0,100.0,-1.5540134084724286,3.2854340435227414,0.00018001499483299069,0.0014586780797106735,8.103092084434218,1.845765988280561e-05,0.00454515479933167,4.857793642360064e-05,0.3130533250190647,0,38.42975458765529,1.0032308917106043,0.0,0,0.0,-3.2103740576309177,1.0,0.03405257085543705,2.2188644443860355e-08
May_2022_UST_Crash,0.2,0.2,36,1003.3437861220322,0.17958322525237533,-3.343786122032114,0.17958322525237533,0.0,100.0,-1.8278393680137697,3.565555902695678,0.00018003002932031676,0.0014587999116954125,8.103092118592373,1.8459201505776296e-05,0.00454553442031767,4.85819937781539e-05,0.3188255699336554,0,7.8797274329707365,1.0033437861220322,0.0,0,0.0,-3.143431865628867,1.0,0.03305175022957305,1.0453217490221748e-05
May_2023_PEPE_Crisis,0.2,0.2,36,1003.3614674962978,0.17641705363806043,-3.3614674962978195,0.17641705363806043,0.0,100.0,-1.88774102597813,3.5941314353300413,0.00018003547671585897,0.0014588440546712375,8.103092130967378,1.8459760076874613e-05,0.004545671967120699,4.858346389109631e-05,0.31297989069768983,0,7.652414641319968,1.0033614674962978,0.0,0,0.0,-3.1611323797065154,1.0,0.03411280690656056,8.027709982598086e-06
Recent_Low_Fees,0.2,0.2,36,1003.8044254464656,0.14349326579469288,-3.8044254464656317,0.14349326579469288,0.0,100.0,-2.0651190587518613,3.8224875863667194,0.00018000889416929734,0.0014586286429756604,8.10309207057196,1.845703432617158e-05,0.00454500075749996,4.857629006767076e-05,0.3130369000766847,0,6727.626297374206,1.0038044254464658,0.0,0,0.0,-3.820699277850781,1.0,0.03404636607338278,5.260228317115054e-05
July_2022_Spike,0.2,0.2,72,1004.3126746916922,0.19848941173198761,-4.312674691692297,0.19848941173198767,0.0,100.0,-1.8134029738072286,4.373049183894068,0.00020217964053207088,0.0015537283536746786,7.684890276715164,2.3111581769979995e-05,0.005690114491322294,5.594099311705018e-05,0.28424979796313177,0,51.128909640746464,1.0043126746916922,0.0,0,0.0,-4.2982635254417065,1.0,0.041028052289902556,7.777059936964981e-05
May_2022_UST_Crash,0.2,0.2,72,1003.9484923656715,0.2277567274898766,-3.948492365671445,0.2277567274898766,0.0,100.0,-1.5829310895221624,4.17719179909875,0.00021257114455381265,0.001594107390799521,7.499171132307521,2.6051798201073965e-05,0.006406229663467276,5.9519711948001486e-05,0.27740576869087774,0,9.22371923213016,1.0039484923656716,0.0,0,0.0,-3.7553893453429508,1.0,0.043114640420664554,5.970401061216117e-07
May_2023_PEPE_Crisis,0.2,0.2,72,1003.9318640750014,0.2205716035300053,-3.931864075001298,0.2205716035300053,0.0,100.0,-1.7412303017058548,4.171930836200204,0.0002160767035648209,0.001589920560453746,7.358130396397802,2.9450137993740564e-05,0.006709384093364186,6.083498109511055e-05,0.26167642366089594,0,8.874266833504539,1.0039318640750015,0.0,0,0.0,-3.7394904151968715,1.0,0.046144067511102976,1.4252601778544385e-05
Recent_Low_Fees,0.2,0.2,72,1004.2964283674756,0.18900308327579288,-4.296428367475562,0.18900308327579288,0.0,100.0,-1.9937153950430684,4.319792000653706,0.0002022394166590594,0.0015423770243405835,7.626490670415469,2.4166824962077477e-05,0.005939800139113553,5.6033872099023175e-05,0.2805217692587967,0,7602.839189928703,1.0042964283674756,0.0,0,0.0,-4.317268781872093,1.0,0.04135893235439262,4.4706550720857484e-06
July_2022_Spike,0.2,0.2,144,1006.0613889416048,0.3981188901644682,-6.061388941604923,0.3981188901644683,0.0,100.0,-1.7981875915523915,6.154041006037005,0.0002984665047403693,0.0018485960804686856,6.1936466943811554,9.525979919534573e-05,0.010193382809668328,9.14153862119893e-05,0.17440664964860841,0,71.9347264496256,1.0060613889416048,0.0,0,0.0,-6.080619931063831,1.0,0.07491382259283372,8.040333113258038e-06
May_2022_UST_Crash,0.2,0.2,144,1005.7884060003862,0.4064228873467248,-5.788406000386098,0.40642288734672477,0.0,100.0,-1.6413344879308625,6.047671723934059,0.0003060170843261066,0.0018746792200666983,6.126060655061171,0.00010338543960778397,0.010450263754246977,9.432988873766266e-05,0.17626537688379074,0,13.340941859951991,1.005788406000386,0.0,0,0.0,-5.630077003660205,1.0,0.07511257486350965,2.721775795555837e-06
May_2023_PEPE_Crisis,0.2,0.2,144,1005.7038700970895,0.38225841381329567,-5.703870097089496,0.38225841381329567,0.0,100.0,-1.7890421516675588,5.970710613382266,0.00030560147661299084,0.0018629764246965604,6.096097588742367,0.0001129949254686635,0.010304301180026664,9.415262546235975e-05,0.16691168573456938,0,12.683236345725216,1.0057038700970895,0.0,0,0.0,-5.542447317153313,1.0,0.07767490408744751,6.825126470934491e-07
Recent_Low_Fees,0.2,0.2,144,1005.9521660374779,0.3754277229529607,-5.952166037477928,0.37542772295296073,0.0,100.0,-1.9314013426345582,6.006640435964073,0.00030065066002781817,0.00184287779920681,6.1296316430381195,0.00010752153015714841,0.010072551035768113,9.231157155937809e-05,0.16969496456640043,0,10571.536022300746,1.005952166037478,0.0,0,0.0,-5.996588987236805,1.0,0.0759513244239198,3.644083627212133e-05
July_2022_Spike,0.2,0.2,288,1008.3159535544004,0.6743549483304146,-8.315953554400314,0.6743549483304146,0.0,100.0,-1.7575782035676184,8.465703846003635,0.00040716652595812,0.0021131204283838852,5.189818645851145,0.0006770114325695172,0.012124249453716221,0.00013424186545902487,0.09679593621997706,0,98.92479423426363,1.0083159535544004,0.0,0,0.0,-8.386038227300192,1.0,0.11212520980633124,2.6013234758243813e-05
